224. BMP;"nekomprimovaný, RGB, 24b barvná hloubka, nativní formát Windows, velké subory; soubor obsahuje hlavičku, informační blok, tabulku a pole bitů"
225. IMG;jeden z prvních grafických formátů se systémem barev RGB (24b barevná hloubka), bezztrátová komprese RLE, dokáže s ním pracovat většina grafických i textových programů
226. GIF;bezztrátová komprese LZW, 24b barevná hloubka, možná průhlednost jedné barvy, možnost animace, hlavní použití - grafika pro WWW, animace
227. V jakých charakteristikách se liší GIF a JPEG?;"GIF se používá hlavně pro vytvořenou počítačovou grafiku, JPEG pro fotografie; GIF je komprimovaný bezztrátovou kompresí LZW, JPEG komprimován pomocí standardu JPEG - ztrátová komprese; JPEG může ukládat mnohem větší obrázky než GIF; u GIF možnost animace a průhlednosti"
228. V jakých charakteristikách se liší BMP a JPEG?;"BMP nekomprimovaný, JPEG komprimovaný; BMP nativní formát Windows"
229. Jaký je rozdíl mezi MPEG a M-JPEG?;u MPEG nejsou jednotlivé snímky komprimovány jednotlivě jako u starší metody M-JPEG, ale jako celé sekvence v přímé souvislosti s následujícími
230. Co je IPB u MPEG?;IPB je struktura, MPEG popsuje sekvenci I-, P- a B- snímků jako sekvence či skupiny obrazů
231. Vyjmenujte 5 vektorových grafických formátů.;AI, CDR, ZMF, FLA, SLD, DXF, DXB
232. Napište tři metaformáty.;PDF, WMF, EMF, CGM, PS, EPS
233. Popište a vysvělete PDF.;"metaformát pro přenos nezávisle na platformě, aplikaci, fontech, výstupu a zařízení; podpora hypertextových odkazů a náhledů stránek"
234. Kolik barev můžou mít tiskárny?;"standardně mají 4 barvy dle CMYK, z kterých míchají další barvy; některé tiskárnymohou mít ale až 10 barev"
235. V jakých tiskárnách se využívá mechanické energie?;impaktní, jehličkové
236. Vyjmenuj hlavní druhy tiskáren.;jehličková, inkoustová, laserová, impaktní, tepelné, LED, s pevným inkoustem, 3D tiskárny
237. princip impaktních tiskáren;v tiskárně soustava kladívek, ty úderem přes barvící pásku tisknou svůj bod
238. výhody jehličkových tiskáren;nízká pořizovací cena a cena za vytištěnou stránku, možnost tisku na tabelační papír nebo i na jiná média, možnost průpisu, robusní konstrukce, možnost práce v prašném prostředí bez ohledu na teplotu
239. nevýhody jehličkových tiskáren;nízká kvalita tisku a rychlost, problematický tisk grafiky, vysoká hlučnost při tisku
240. princip jehličkových tiskáren;"na tiskové hlavě jehličky, které jsou připojeny k elektromagnetům; ty je při tisku vystřelují proti barvící pásce; barvící páska v daném bodě dopadne na papír a vytiskne bod"
241. Rozdělte jehličkové tiskárny dle počtu jehliček.;"≤ 7 jehličkové - jeden sloupec jehel - použití tam, kde nezáleží na kvalitě tisku (např. pokladny); 9 nebo 18 jličkové - 1 nebo 2 sloupce jehel - méně kvalitní rychlejší tisk, vhodný pro průklepy; 24 jehličkové - 2 sloupce jehel - kvalitnější a rychlejší tisk"
242. Princip sublimačních tiskáren;pracují na principu sublimace (odpařování) pevného inkoustu, který po zahřátí přechází do plynné fáze - tak dodán do speciálního papíru, nakonec fixace obrazu ochrannou vrstvou
243. výhody sublimačních tiskáren;velmi kvalitní barevný tisk s plynulými barevnými přechody bez tiskového rastru při nízkém fyzickém rozlišení 300 dpi, malé rozměry, mobilní provedení, možnost napájení z baterie
244. nevýhody sublimačních tiskáren;nutnost použití speciálního papíru, vašší cena za stránku, relativně pomalý tisk
245. výhody inkoustových tiskáren;relativně nízká pořizovací cena, možnost barevného tisku při dobrém poměru cena-výkon, vysoké rozlišení tisku, vysoká kvalita fototisku, relativně vysoká rychlost ČB tisku
246. nevýhody inkoustových tiskáren;cena za vytištěnou stránku, poměrně nízká životnost cartridge (nádržek)
247. princip inkoustových tiskáren;tisk prováděn pomocí inoustu, který je prostřednictvím miniaturních trysek v tiskové hlavě po kapkách vystřelován na papír
248. Jaký typ inkoustových tiskáren může mít při stejném výkonu méně trysek?;piezoelektrické tiskárny (není nutné čekat na ochlazení tepelného rezistoru)
249. Jaké druhy inkoustů používají inkoustové tiskárny?;tekuté a pevné
250. Jak rozlišujeme inkoustové tiskárny?;s kontinuálním proudem inkoustu a s tvorbou kapek na vyžádání, ty pak ještě rozdělujeme na tepelné inkoustové tiskárny a piezoelektrické tiskárny
251. Popište princip tisku u tiskáren používajících technologii tisku thermal-technology.;"typ inkoustových tiskáren, používají k vystříknutí kapky inkoustu z trysky topné tělísko (rezistor); rezistor prudce zahřeje inkoust v dutině trysky - tam vzniká bublina přehřáté páry, která vytlačuje inkoust - dojde k vystřelení inkoustu na papír - v dutině trysky vzniká ochlazením podtlak, který způsobí její další naplnění"
252. princip tisku u piezoelektrických tiskáren;využívají k vystříknutí kapky inkoustu piezo krystal - do něj je zaveden elektrický proud, ktterý způsobí jeho prohnutí a následné vystříknutí kapky
253. výhody laserových tiskáren;kvalitní tisk, obrysová ostrost čárové grafiky, rychlost tisku, nevyžaduje speciální papír
254. nevýhody laserových tiskáren;vyšší pořizovací cena, pro běžného uživatele hůře dostupný kvalitní barevný tisk
255. princip laserových tiskáren;"dle dat deflektor propouští či nepropouští světlo, mění tak odpor na rotujícím válci; dále veden do toneru, kde se barva přichytává jen na místa se změněným nábojem, který se pak tiskne"
256. Jakou techniku/metodu tisku používá ČB-laserová tiskárna k vytištění šedotónového obr.?;tisk metodou vzorů (shluková matice), tisk ve frekvenčně modulovaném rasteru
257. Které tiskárny potřebují elektromagnetický náboj?;laserové
258. Jaký je rozdíl mezi laserovými a LED tiskárnami?;namísto laseru jsou LED tiskárny vybaveny sadou LED diod, které jsou schopny nabít určitá místa na válci statickou elektřinou, výhodou nižší cena, oproti laserovým tiskárnám nevýznamně nižší kvalita tisku
259. Princip voskové tiskárny.;obdoba ofsetového tisku, při tisku se náplně z pevného inkoustu roztaví a v tekuté formě jsou přs trysky tiskové hlavy nastřikovány na odpovídající místa přenosného válce - z válce jsou barvy přeneseny na papír, kde rychle tuhnou
260. Jaký je rozdíl mezi komunikací PLD a GDI?;"PDL posílá popis stránky, tiskárna musí být vybavena příslušným procesorem; u Windows GDI je vytváření obrazu tištěné stránky prováděno provedeno procesorem počítače, tiskárna sama tudíž nemusí mít procesor a je levnější, tiskne pouze v prostředí Windows"
261. Jaké druhy komunikace mezi tiskárnou a PC znáte?;ASCII, PDL, Windows GDI
262. Jaké druhy připojení tiskárny a skeneru s PC znáte a které jsou nejpoužívanější v dnešní době?;"paralelní port, USB, IEEE, Ethrnet, IrDA, Bluetooth, Wi-Fi; dnes - USB a Wi-Fi"
263. Vyjmenujte druhy plochých monitorů.;LCD pasivní a aktivní, PDP, OLED
264. Co znamenají zkratky LCD, PDP a OLED?;typy plochých displejů, LCD - Liquid Crystal Display, PDP - Plasma Displey Panel, OLED - Organic Light Emitting Diode
265. zkratka CRT;typ obrazovky, Cathode Ray Tube
266. Který typ monitorů se používá při výrobě monitorů s uhlopříčkou nad 100cm?;plazmatické
267. Jaké znáte druhy displejů a monitorů?;CRT, LCD, PDP, OLED, 3D
268. U CRT monitorů - non-interlaced režim;neprokládaný režim - jednotlivé obrazové body se vykreslují od bodu v levém horním rohu obrazovky po řádcích postupně k pravému dolnímu rohu
269. interlaced režim;nejprve se vykreslí jen lidé řádky, až po nich sudé
270. Co znamená a jaké má jednotky obnovovací frekvence?;"vertikálí frekvence, obnovovací obrazová frekvence; vlastnost monitorů která udává, kolikrát za sekundu se vykreslí celá obrazovka; udává se v Hz"
271. Jakou úlohu či fci plní tekuté krystaly v LCD displejích?;vytvářejí obraz tak, že se v určitém teplotním rozmezí shlukují do různých nepravidelných tvarů a na základě propouštění nebo blokování zdroje světla vytváří obraz
272. základní způsoby uspořádání krystalů uvnitř kapaliny;nematická struktura, smektická struktura, cholesterická struktura, diskotická struktura
273. nematická x smektická struktura;"Nematická – krystaly nemají zcela stejnou délku, jsou navzájem rovnoběžné, ale různě posunuté; Smektická – krystaly mají stejnou délku, leží v rovnoběžných vrstvách a jejich osy jsou navzájem rovnoběžné."
274. cholesterická x diskonická struktura;"Cholesterická – krystaly jsou uložené rovnoběžně ve vrstvách, ale směry os krystalů v jednotlivých vrstvách jsou pootočené; Diskotická - krystaly jsou ploché, mají tvar disků a připomínají hromádku mincí"
275. Na jaké technické parametry by se měl dívat kupující LCD monitorů?;velikost (uhlopříčka), svítivost, doba odezvy (náběh), rozlišení (native), připojení, zobrazovací úhel, rozteč bodů
276. Kolik obrazovek za sec. zobrazí LCD monitor, pokud má náběh 8ms/24ms (dosvit)?;8+24=32, 1/0,032=31,25
277. Jak se liší LCD displeje s pasivní (STN) a aktivní(TFT) maticí?;"v pasivní matici bod řízen mřížkovou maticí navzájem překřížených vodičů, dlouhá doba odezvy; u aktivní matice každý bod ohraničen dvěma polarizačními filtry, příslušným barevným filtrem a dvěma vyrovnávacími vrstvami, přísluší každému tranzistor(spíše dva)"
278. Jaký druh displeje označuje zkratka LCD/TFT?;LCD displej s aktivní maticí TFT
279. Co znamená a jak se značí bodová rozteč?;ukazatel kvality monitorů, udává v mm největší přímo vzdálenost dvou sousedních bodů základní barvy
280. Jaký je rozdíl uhlopříček LCD a CRT monitorů?;obraz 15' LCD monitorů odpovídá přibližně obrazu 17' CRT monitorů
281. V čem se udává rozlišovací schopnost monitorů?;"maximální násobek pixelů při maximální obnovovací frekvenci; např 1600x122/78Hz,  1600x1200/92 Hz"
282. Na čem je založeno a jak funguje 3D zobrazení u tzv. auto-stereoskopických monitorů?;vybavené kamerovým systémem sledujícím oči diváka a posouvajícím prizmovou masku, popř. paralaktická bariéra dovolující vidět pouze info pro levé a pravé oko
283. Při jakém napětí mezi elektrodami dochází v Polymer OLED k luminescenci;2-5mV
284. Co všechno můžeme nastavit u grafických karet?;taktovací frekvence, rozlišení, poloha obrazu, jas…
285. Jaké hlavní parametry charakterizují grafickou kartu?;typ a rychlost grafického čipu, velikost, rychlost a typ paměti, maximální rozlišení…
286. Z čeho všeho se skládají grafické karty?;grafický procesor, vlastní operační paměť (videopaměť), T&L jednotka, chladiče, rozhraní, chipset s vlasním BIOS, D/A převodník DAC
287. Co je to videopaměť?;paměť pro odkládání vypočtených framů a odkládání vyrendrovaných částí scény
288. Zkratka T&L, její význam, kde se s ní můžeme setkat?;"Transform and Light, u grafických karet; schopnost grafické karty stavět scénu z polygonů (v případě 3D scény)"
289. Co je to sběrnice a z jakých částí se skládá;"skupina signálích vodičů; skládá se z části řídící, datové a adresové; zajišťuje přenos dat a řídících povelů mezi dvěma nebo více elektronickými zařízeními"
290. V jakých jednotkách se udává grafická akcelerace?;frame za sekundu
291. Uveďte příklady písma neproporcionálního a proporcionálního.;"neproporcionální: Courier, Courier New; proporcionální: Times New Roman, Calibra"
292. Jaké se používají měrné systémy při práci s grafikou a dokumentech na počítači?;Fournierův systém, Didotův typografický měrný systém, anglosaský monotypový pica systém, metrický systém
293. Co je to anglosaský měrný systém?;"měrný systém, jehož základem je anglická stopa; palec je rozdělen na 6 dílků - 1 pica, pica rozdělen na 12 dílků - 1 bod; dodnes se používá v Anglii, USA a Švýcarsku"
294. Fournierův systém;"vychází z francouzské stopy, která má 12 palců; palec rozdělen na 12 čárek; každá čárka rozdělena na 6 bodů; podle počtu bodů určeny a pojmenovány písmové velikosti"
295. Didotův typografický měrný systém;"upravený Fournierův systém; základní jednotkou typografický bod, základní délkovou mírou 1 cicero"
296. Co je to separace a kde se využívá?;"barevná separace znamená oddělení barevných kanálů (např. u techniky čtyřbarvotisku separace CMYK - azurová, purpurová, žlutá a černá); využívá se u některých skenerů, JPEG komprese a u techniky čtyřbarvotisku"
297. Kolik bitů bude potřeba na pixel pokud využívá 65536 barev?;"2 na xtou = 65536; 2 na 16 = 65536 - 16b"
298. V jakém režimu nejde používat vektorové editory?;v textovém
;
